point_id,name,lat,lon,from,to,volume,coverage
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-08T22:00:00+02:00,2026-05-08T23:00:00+02:00,189,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-08T23:00:00+02:00,2026-05-09T00:00:00+02:00,129,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T00:00:00+02:00,2026-05-09T01:00:00+02:00,77,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T01:00:00+02:00,2026-05-09T02:00:00+02:00,42,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T02:00:00+02:00,2026-05-09T03:00:00+02:00,24,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T03:00:00+02:00,2026-05-09T04:00:00+02:00,17,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T04:00:00+02:00,2026-05-09T05:00:00+02:00,29,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T05:00:00+02:00,2026-05-09T06:00:00+02:00,34,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T06:00:00+02:00,2026-05-09T07:00:00+02:00,81,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T07:00:00+02:00,2026-05-09T08:00:00+02:00,152,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T08:00:00+02:00,2026-05-09T09:00:00+02:00,185,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T09:00:00+02:00,2026-05-09T10:00:00+02:00,297,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T10:00:00+02:00,2026-05-09T11:00:00+02:00,400,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T11:00:00+02:00,2026-05-09T12:00:00+02:00,518,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T12:00:00+02:00,2026-05-09T13:00:00+02:00,557,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T13:00:00+02:00,2026-05-09T14:00:00+02:00,581,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T14:00:00+02:00,2026-05-09T15:00:00+02:00,523,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T15:00:00+02:00,2026-05-09T16:00:00+02:00,536,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T16:00:00+02:00,2026-05-09T17:00:00+02:00,532,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T17:00:00+02:00,2026-05-09T18:00:00+02:00,466,100.0
27334V625447,Smestad tunnel sørgående - rampe av,59.939547,10.688838,2026-05-09T18:00:00+02:00,2026-05-09T19:00:00+02:00,448,100.0
