point_id,name,lat,lon,from,to,volume,coverage
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-21T09:00:00+01:00,2024-02-21T10:00:00+01:00,33,8.33
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-21T10:00:00+01:00,2024-02-21T11:00:00+01:00,380,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-21T11:00:00+01:00,2024-02-21T12:00:00+01:00,401,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-21T12:00:00+01:00,2024-02-21T13:00:00+01:00,450,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-21T13:00:00+01:00,2024-02-21T14:00:00+01:00,441,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-21T14:00:00+01:00,2024-02-21T15:00:00+01:00,498,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-21T15:00:00+01:00,2024-02-21T16:00:00+01:00,468,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-21T16:00:00+01:00,2024-02-21T17:00:00+01:00,452,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-21T17:00:00+01:00,2024-02-21T18:00:00+01:00,387,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-21T18:00:00+01:00,2024-02-21T19:00:00+01:00,371,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-21T19:00:00+01:00,2024-02-21T20:00:00+01:00,311,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-21T20:00:00+01:00,2024-02-21T21:00:00+01:00,248,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-21T21:00:00+01:00,2024-02-21T22:00:00+01:00,211,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-21T22:00:00+01:00,2024-02-21T23:00:00+01:00,154,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-21T23:00:00+01:00,2024-02-22T00:00:00+01:00,94,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T00:00:00+01:00,2024-02-22T01:00:00+01:00,41,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T01:00:00+01:00,2024-02-22T02:00:00+01:00,27,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T02:00:00+01:00,2024-02-22T03:00:00+01:00,25,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T03:00:00+01:00,2024-02-22T04:00:00+01:00,13,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T04:00:00+01:00,2024-02-22T05:00:00+01:00,28,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T05:00:00+01:00,2024-02-22T06:00:00+01:00,72,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T06:00:00+01:00,2024-02-22T07:00:00+01:00,225,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T07:00:00+01:00,2024-02-22T08:00:00+01:00,280,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T08:00:00+01:00,2024-02-22T09:00:00+01:00,328,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T09:00:00+01:00,2024-02-22T10:00:00+01:00,373,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T10:00:00+01:00,2024-02-22T11:00:00+01:00,373,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T11:00:00+01:00,2024-02-22T12:00:00+01:00,434,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T12:00:00+01:00,2024-02-22T13:00:00+01:00,420,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T13:00:00+01:00,2024-02-22T14:00:00+01:00,440,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T14:00:00+01:00,2024-02-22T15:00:00+01:00,496,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T15:00:00+01:00,2024-02-22T16:00:00+01:00,482,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T16:00:00+01:00,2024-02-22T17:00:00+01:00,430,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T17:00:00+01:00,2024-02-22T18:00:00+01:00,459,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T18:00:00+01:00,2024-02-22T19:00:00+01:00,353,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T19:00:00+01:00,2024-02-22T20:00:00+01:00,317,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T20:00:00+01:00,2024-02-22T21:00:00+01:00,237,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T21:00:00+01:00,2024-02-22T22:00:00+01:00,205,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T22:00:00+01:00,2024-02-22T23:00:00+01:00,142,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-22T23:00:00+01:00,2024-02-23T00:00:00+01:00,93,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T00:00:00+01:00,2024-02-23T01:00:00+01:00,41,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T01:00:00+01:00,2024-02-23T02:00:00+01:00,33,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T02:00:00+01:00,2024-02-23T03:00:00+01:00,30,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T03:00:00+01:00,2024-02-23T04:00:00+01:00,17,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T04:00:00+01:00,2024-02-23T05:00:00+01:00,37,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T05:00:00+01:00,2024-02-23T06:00:00+01:00,63,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T06:00:00+01:00,2024-02-23T07:00:00+01:00,182,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T07:00:00+01:00,2024-02-23T08:00:00+01:00,304,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T08:00:00+01:00,2024-02-23T09:00:00+01:00,308,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T09:00:00+01:00,2024-02-23T10:00:00+01:00,321,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T10:00:00+01:00,2024-02-23T11:00:00+01:00,397,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T11:00:00+01:00,2024-02-23T12:00:00+01:00,511,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T12:00:00+01:00,2024-02-23T13:00:00+01:00,485,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T13:00:00+01:00,2024-02-23T14:00:00+01:00,498,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T14:00:00+01:00,2024-02-23T15:00:00+01:00,478,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T15:00:00+01:00,2024-02-23T16:00:00+01:00,473,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T16:00:00+01:00,2024-02-23T17:00:00+01:00,442,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T17:00:00+01:00,2024-02-23T18:00:00+01:00,403,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T18:00:00+01:00,2024-02-23T19:00:00+01:00,353,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T19:00:00+01:00,2024-02-23T20:00:00+01:00,270,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T20:00:00+01:00,2024-02-23T21:00:00+01:00,202,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T21:00:00+01:00,2024-02-23T22:00:00+01:00,131,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T22:00:00+01:00,2024-02-23T23:00:00+01:00,142,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-23T23:00:00+01:00,2024-02-24T00:00:00+01:00,139,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T00:00:00+01:00,2024-02-24T01:00:00+01:00,78,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T01:00:00+01:00,2024-02-24T02:00:00+01:00,114,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T02:00:00+01:00,2024-02-24T03:00:00+01:00,59,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T03:00:00+01:00,2024-02-24T04:00:00+01:00,44,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T04:00:00+01:00,2024-02-24T05:00:00+01:00,37,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T05:00:00+01:00,2024-02-24T06:00:00+01:00,45,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T06:00:00+01:00,2024-02-24T07:00:00+01:00,48,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T07:00:00+01:00,2024-02-24T08:00:00+01:00,73,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T08:00:00+01:00,2024-02-24T09:00:00+01:00,109,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T09:00:00+01:00,2024-02-24T10:00:00+01:00,173,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T10:00:00+01:00,2024-02-24T11:00:00+01:00,246,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T11:00:00+01:00,2024-02-24T12:00:00+01:00,399,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T12:00:00+01:00,2024-02-24T13:00:00+01:00,404,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T13:00:00+01:00,2024-02-24T14:00:00+01:00,429,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T14:00:00+01:00,2024-02-24T15:00:00+01:00,438,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T15:00:00+01:00,2024-02-24T16:00:00+01:00,460,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T16:00:00+01:00,2024-02-24T17:00:00+01:00,408,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T17:00:00+01:00,2024-02-24T18:00:00+01:00,382,100.0
44290V625250,påkjøringsrampa fra Ryen rundkjøringen vestover,59.895616,10.807349,2024-02-24T18:00:00+01:00,2024-02-24T19:00:00+01:00,306,100.0
