point_id,name,lat,lon,from,to,volume,coverage
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-10T09:00:00+02:00,2026-05-10T10:00:00+02:00,185,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-10T10:00:00+02:00,2026-05-10T11:00:00+02:00,293,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-10T11:00:00+02:00,2026-05-10T12:00:00+02:00,387,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-10T12:00:00+02:00,2026-05-10T13:00:00+02:00,464,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-10T13:00:00+02:00,2026-05-10T14:00:00+02:00,512,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-10T14:00:00+02:00,2026-05-10T15:00:00+02:00,554,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-10T15:00:00+02:00,2026-05-10T16:00:00+02:00,543,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-10T16:00:00+02:00,2026-05-10T17:00:00+02:00,572,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-10T17:00:00+02:00,2026-05-10T18:00:00+02:00,501,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-10T18:00:00+02:00,2026-05-10T19:00:00+02:00,439,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-10T19:00:00+02:00,2026-05-10T20:00:00+02:00,367,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-10T20:00:00+02:00,2026-05-10T21:00:00+02:00,353,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-10T21:00:00+02:00,2026-05-10T22:00:00+02:00,264,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-10T22:00:00+02:00,2026-05-10T23:00:00+02:00,148,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-10T23:00:00+02:00,2026-05-11T00:00:00+02:00,59,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T00:00:00+02:00,2026-05-11T01:00:00+02:00,21,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T01:00:00+02:00,2026-05-11T02:00:00+02:00,20,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T02:00:00+02:00,2026-05-11T03:00:00+02:00,18,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T03:00:00+02:00,2026-05-11T04:00:00+02:00,15,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T04:00:00+02:00,2026-05-11T05:00:00+02:00,32,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T05:00:00+02:00,2026-05-11T06:00:00+02:00,68,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T06:00:00+02:00,2026-05-11T07:00:00+02:00,337,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T07:00:00+02:00,2026-05-11T08:00:00+02:00,633,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T08:00:00+02:00,2026-05-11T09:00:00+02:00,712,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T09:00:00+02:00,2026-05-11T10:00:00+02:00,477,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T10:00:00+02:00,2026-05-11T11:00:00+02:00,560,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T11:00:00+02:00,2026-05-11T12:00:00+02:00,565,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T12:00:00+02:00,2026-05-11T13:00:00+02:00,574,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T13:00:00+02:00,2026-05-11T14:00:00+02:00,586,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T14:00:00+02:00,2026-05-11T15:00:00+02:00,630,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T15:00:00+02:00,2026-05-11T16:00:00+02:00,523,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T16:00:00+02:00,2026-05-11T17:00:00+02:00,454,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T17:00:00+02:00,2026-05-11T18:00:00+02:00,524,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T18:00:00+02:00,2026-05-11T19:00:00+02:00,512,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T19:00:00+02:00,2026-05-11T20:00:00+02:00,449,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T20:00:00+02:00,2026-05-11T21:00:00+02:00,383,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T21:00:00+02:00,2026-05-11T22:00:00+02:00,300,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T22:00:00+02:00,2026-05-11T23:00:00+02:00,184,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-11T23:00:00+02:00,2026-05-12T00:00:00+02:00,69,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-12T00:00:00+02:00,2026-05-12T01:00:00+02:00,40,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-12T01:00:00+02:00,2026-05-12T02:00:00+02:00,24,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-12T02:00:00+02:00,2026-05-12T03:00:00+02:00,16,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-12T03:00:00+02:00,2026-05-12T04:00:00+02:00,29,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-12T04:00:00+02:00,2026-05-12T05:00:00+02:00,41,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-12T05:00:00+02:00,2026-05-12T06:00:00+02:00,76,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-12T06:00:00+02:00,2026-05-12T07:00:00+02:00,317,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-12T07:00:00+02:00,2026-05-12T08:00:00+02:00,644,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-12T08:00:00+02:00,2026-05-12T09:00:00+02:00,685,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-12T09:00:00+02:00,2026-05-12T10:00:00+02:00,563,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-12T10:00:00+02:00,2026-05-12T11:00:00+02:00,584,100.0
41058V625448,Smestad tunnel nordgående - rampe på,59.939332,10.689224,2026-05-12T11:00:00+02:00,2026-05-12T12:00:00+02:00,624,100.0
